signal_score,why_now,company_name,contact_person,role,email,phone,industry,state,tier,hrms_fit_score,crm_stage,website,cin,company_status
94,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries) · actively hiring HR/payroll roles,Fourth Generation Staffing Solutionsprivate Limited,,,ASHUTOSH.PARASHAR@BEYOND-SOLUTIONS.ORG,,staffing,Haryana,Hot,8.1,new,https://U74910HR2006PTC036435.mca.lead,U74910HR2006PTC036435,Active
84,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries) · recent funding (budget + scaling),Safeguard World Payroll Services Private Limited,,,gagangupta@safeguardworld.com,,staffing,Haryana,Warm,7.5,new,https://U74900HR2011FTC051068.mca.lead,U74900HR2011FTC051068,Active
84,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries) · recent funding (budget + scaling),Buddies Hr Solutions Private Limited,,,colonelvinod@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U93000HR2014PTC052105.mca.lead,U93000HR2014PTC052105,Active
84,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries) · recent funding (budget + scaling),Ask Hr Solutions Private Limited,,,askmanesar@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2014PTC051488.mca.lead,U74999HR2014PTC051488,Active
84,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries) · recent funding (budget + scaling),Inspire Hr Solutions Private Limited,,,CASAURABHAGGARWAL@HOTMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U74900HR2015PTC054218.mca.lead,U74900HR2015PTC054218,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Matrix Back Office Services Privatelimited,,,cs@shyamapower.com,,BPO,Haryana,Hot,8.1,new,https://U74999HR2005PTC056783.mca.lead,U74999HR2005PTC056783,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Ing Bpo Services India Private Limited,,,companylaw@sgcservices.com,,BPO,Haryana,Hot,8.1,new,https://U00000HR2005PTC035630.mca.lead,U00000HR2005PTC035630,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Voiceworks Bpo Services Private Limited,,,saa_icai@rediffmail.com,,BPO,Haryana,Hot,8.1,new,https://U00892HR2005PTC035842.mca.lead,U00892HR2005PTC035842,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Nestor Hr Services Private Limited,,,chordiyacompany@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U00898HR2005PTC035762.mca.lead,U00898HR2005PTC035762,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Os Cube Hr Services Private Limited,,,virajmalik@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U52100HR2012PTC044808.mca.lead,U52100HR2012PTC044808,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Alliance Tele Services Private Limited,,,chordiya@airtelbroadband.in,,BPO,Haryana,Hot,8.1,new,https://U32204HR2006PTC036503.mca.lead,U32204HR2006PTC036503,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Ncr Hr Solutions Private Limited,,,CACKHANS@HOTMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U93000HR2014PTC051542.mca.lead,U93000HR2014PTC051542,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Ams Comtel Business Process Managementservices Private Limited,,,safia.anwar@ams-ventures.com,,BPO,Haryana,Hot,8.1,new,https://U93000HR2013PTC050476.mca.lead,U93000HR2013PTC050476,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Parin Bpo Services Private Limited,,,deepakbhaskar90@gmail.com,,BPO,Haryana,Hot,8.1,new,https://U93000HR2013PTC048973.mca.lead,U93000HR2013PTC048973,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Drb Manpower Solutions Private Limited,,,singhrahul2600@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U93090HR2009PTC039402.mca.lead,U93090HR2009PTC039402,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Ethical Hr Solutions Private Limited,,,pank248@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U93090HR2006PTC036483.mca.lead,U93090HR2006PTC036483,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Moneyplant Teleservices Private Limited,,,teena.patney@gmail.com,,BPO,Haryana,Hot,8.1,new,https://U93000HR2015PTC057112.mca.lead,U93000HR2015PTC057112,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Akb Associates Outsourcing Services Opcprivate Limited,,,pritiverma44@yahoo.com,,BPO,Haryana,Cold,6.7,new,https://U93000HR2015OPC054221.mca.lead,U93000HR2015OPC054221,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Analog Bpo Services Private Limited,,,amitasharma021985@gmail.com,,BPO,Haryana,Hot,8.1,new,https://U93000HR2014PTC053944.mca.lead,U93000HR2014PTC053944,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Abc Manpower Solutions(India) Privatelimited,,,KSAINIANDCO@HOTMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U93000HR2012PTC045329.mca.lead,U93000HR2012PTC045329,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Bliss Manpower Services Private Limited,,,PKGUPTA99@GMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U93000HR2011PTC043860.mca.lead,U93000HR2011PTC043860,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Gm Manpower Services Private Limited,,,sunil@wealthedge.net,,staffing,Haryana,Hot,8.1,new,https://U93000HR2011PTC043645.mca.lead,U93000HR2011PTC043645,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Nancy Manpower Private Limited,,,info@nancymanpower.com,,staffing,Haryana,Hot,8.1,new,https://U93000HR2011PTC042948.mca.lead,U93000HR2011PTC042948,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Prime Outsourcing Services Privatelimited,,,gargje@yahoo.co.in,,BPO,Haryana,Hot,8.1,new,https://U93000HR2008PTC038072.mca.lead,U93000HR2008PTC038072,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Team Absolute Recruitment Solutionsprivate Limited,,,nrcasso@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U93030HR2010PTC040479.mca.lead,U93030HR2010PTC040479,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Triple Play Teleservices Private Limited,,,s_sanjayverma@yahoo.com,,BPO,Haryana,Hot,8.1,new,https://U64200HR2011PTC042281.mca.lead,U64200HR2011PTC042281,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),G2 Officium Recruitment Solutionsprivate Limited,,,mailtovinitgarg@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2013PTC048775.mca.lead,U74999HR2013PTC048775,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Mindsoft India Hr Solutions Privatelimited,,,rajeev@mindsoftindia.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2013PTC048620.mca.lead,U74999HR2013PTC048620,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Maaparvati Security & Placement Agencyprivate Limited,,,dns@dnsadvisors.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2014PTC051900.mca.lead,U74999HR2014PTC051900,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Iara Hr Services Private Limited,,,ca.rdatt@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2016PTC065873.mca.lead,U74999HR2016PTC065873,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Kelly Outsourcing And Consulting Groupindia Private Limited,,,sanjeev_jha@kellyservices.co.in,,BPO,Haryana,Warm,7.5,new,https://U74999HR2016FTC063807.mca.lead,U74999HR2016FTC063807,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Zodiac Manpower Services Private Limited,,,KRISHNAMETLAB@GMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U74999HR2016PTC057716.mca.lead,U74999HR2016PTC057716,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Dufter Hr Services (Opc) Private Limited,,,anuartcollections@gmail.com,,staffing,Haryana,Cold,6.7,new,https://U74999HR2016OPC064418.mca.lead,U74999HR2016OPC064418,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Mak & Mak Outsourcing & Services Privatelimited,,,ANIL.ENGRS@GMAIL.COM,,BPO,Haryana,Hot,8.1,new,https://U74999HR2016PTC064041.mca.lead,U74999HR2016PTC064041,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Dhruvraj Manpower Private Limited,,,CA.SUDHIR79@GMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U74999HR2016PTC064219.mca.lead,U74999HR2016PTC064219,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Big Tree Outsourcing Private Limited,,,ghanshyamca@gmail.com,,BPO,Haryana,Hot,8.1,new,https://U74999HR2015PTC054418.mca.lead,U74999HR2015PTC054418,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Transform Hr Solutions Opc Privatelimited,,,vivek.sharma@transformhr.org,,staffing,Haryana,Cold,6.7,new,https://U74999HR2015OPC054628.mca.lead,U74999HR2015OPC054628,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Dreamline Workforce Private Limited,,,harish4388@yahoo.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2014PTC054106.mca.lead,U74999HR2014PTC054106,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Deessee Outsourcing Private Limited,,,ROCRETURN2015@GMAIL.COM,,BPO,Haryana,Hot,8.1,new,https://U74999HR2014PTC054099.mca.lead,U74999HR2014PTC054099,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Ru4S Kpo Services Private Limited,,,info_infotech@yahoo.co.in,,BPO,Haryana,Hot,8.1,new,https://U74999HR2015PTC056634.mca.lead,U74999HR2015PTC056634,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Buildforce Hr Solutions Private Limited,,,ANKUSH.CR@GMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U74999HR2015PTC056294.mca.lead,U74999HR2015PTC056294,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Corona Manpower Private Limited,,,anjuguptaco@rediffmail.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2010PTC041026.mca.lead,U74999HR2010PTC041026,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Ambroz Bpo Private Limited,,,pradeep.lakhani@gmail.com,,BPO,Haryana,Hot,8.1,new,https://U74999HR2010PTC040066.mca.lead,U74999HR2010PTC040066,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Genesis Outsourcing Private Limited,,,amitag1975@rediffmail.com,,BPO,Haryana,Hot,8.1,new,https://U74999HR2007PTC036727.mca.lead,U74999HR2007PTC036727,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Kps Human Resource Development Andsecurity Services Private Limited,,,amrita.dhillon23@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2007PTC036658.mca.lead,U74999HR2007PTC036658,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Rds Business Outsourcing Private Limited,,,naveenguptaca@gmail.com,,BPO,Haryana,Hot,8.1,new,https://U74999HR2012PTC046188.mca.lead,U74999HR2012PTC046188,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),K C Manpower Private Limited,,,raonaveen2007@yahoo.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2012PTC045455.mca.lead,U74999HR2012PTC045455,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Umana Hr Services Private Limited,,,hritumehra@umanahr.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2012PTC045160.mca.lead,U74999HR2012PTC045160,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Vr Online Manpower Services Privatelimited,,,ca.agc2010@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2011PTC043306.mca.lead,U74999HR2011PTC043306,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Png Security & Manpower Private Limited,,,pngsec@yahoo.com,,staffing,Haryana,Hot,8.1,new,https://U74999HR2011PTC042856.mca.lead,U74999HR2011PTC042856,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),First Choice Recruiters Private Limited,,,caarun@rediffmail.com,,staffing,Haryana,Hot,8.1,new,https://U74990HR2012PTC046322.mca.lead,U74990HR2012PTC046322,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Rohan Manpower Solutions Private Limited,,,aashishagrawalca@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74900HR2008PTC038393.mca.lead,U74900HR2008PTC038393,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Innovation Hr Solutions Private Limited,,,innovation_triggers@yahoo.com,,staffing,Haryana,Hot,8.1,new,https://U74900HR2015PTC056232.mca.lead,U74900HR2015PTC056232,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Trishul Manpower Services Privatelimited,,,jagveer_singh21@yahoo.co.in,,staffing,Haryana,Hot,8.1,new,https://U74920HR2005PTC035681.mca.lead,U74920HR2005PTC035681,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Hitrac Manpower Services Private Limited,,,lukeshsethiaca@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74920HR2004PTC035356.mca.lead,U74920HR2004PTC035356,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Core Staffing Solutions Private Limited,,,kkharbanda2000@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74900HR2015PTC057520.mca.lead,U74900HR2015PTC057520,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Workila Hr Solutions Private Limited,,,sunil.khatri@workila.com,,staffing,Haryana,Hot,8.1,new,https://U74910HR2015PTC056908.mca.lead,U74910HR2015PTC056908,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Savilles-Talent Acquisition Solutionsprivate Limited,,,carajeshnagpal@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74910HR2013PTC048690.mca.lead,U74910HR2013PTC048690,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Trs Staffing Solutions India Privatelimited,,,Mike.innes@trsstaffing.com,,staffing,Haryana,Warm,7.5,new,https://U74910HR2013FTC049570.mca.lead,U74910HR2013FTC049570,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Hdi Outsourcing Services Private Limited,,,hdiservices@gmail.com,,BPO,Haryana,Hot,8.1,new,https://U74910HR2012PTC047736.mca.lead,U74910HR2012PTC047736,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Jmd Placement Solutions Private Limited,,,capradeepkumarsaini@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74920HR2015PTC055997.mca.lead,U74920HR2015PTC055997,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Vkp Manpower Private Limited,,,vijaykrpandey100@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74920HR2012PTC044831.mca.lead,U74920HR2012PTC044831,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Nidhi Manpower Services Private Limited,,,bikashjha02@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74920HR2011PTC043473.mca.lead,U74920HR2011PTC043473,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Vdts Manpower Solutions Private Limited,,,advpankajsaxena@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74920HR2011PTC041900.mca.lead,U74920HR2011PTC041900,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Tatkal Manpower Private Limited,,,CSDEEPAK1986@GMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U74910HR2012PTC045224.mca.lead,U74910HR2012PTC045224,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Asocon Outsourcing India Private Limited,,,rksemwal@gmail.com,,BPO,Haryana,Hot,8.1,new,https://U74900HR2015PTC056760.mca.lead,U74900HR2015PTC056760,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Svm Placements Limited,,,shashankgoyal.ca@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74910HR2012PLC045655.mca.lead,U74910HR2012PLC045655,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Linkbelt Hr Solutions Private Limited,,,pawanverma05@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74910HR2011PTC043941.mca.lead,U74910HR2011PTC043941,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),R J Manpower Private Limited,,,ca.shivshankar@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74910HR2011PTC041861.mca.lead,U74910HR2011PTC041861,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Talent Alliance Human Resource Solutions Private Limited,,,swami.op@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74910HR2007PTC038023.mca.lead,U74910HR2007PTC038023,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Kapoor Hr Solutions Private Limited,,,pkc2003@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74910HR2007PTC036567.mca.lead,U74910HR2007PTC036567,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Vinayak Hr Solutions Private Limited,,,kps2705@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74900HR2012PTC047863.mca.lead,U74900HR2012PTC047863,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Divine Teleservices Private Limited,,,INFO@CSTAXINDIA.COM,,BPO,Haryana,Hot,8.1,new,https://U74900HR2012PTC047183.mca.lead,U74900HR2012PTC047183,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Bharat Recruitment Services Privatelimited,,,rahul.khandooja@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74900HR2014PTC052030.mca.lead,U74900HR2014PTC052030,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Third Eye Recruitment & Hrd Servicesprivate Limited,,,RRCOFFICE@GMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U74900HR2013PTC050512.mca.lead,U74900HR2013PTC050512,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Shree Hari Laxmi Enterprises Recruitment Services Private Limited,,,CHIRAGKALRACS@GMAIL.COM,,staffing,Haryana,Hot,8.1,new,https://U74140HR2015PTC056578.mca.lead,U74140HR2015PTC056578,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Sea Hawk Placement Of Marine Servicesprivate Limited,,,marinepms@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74140HR2015PTC056541.mca.lead,U74140HR2015PTC056541,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Bharti Hr Solutions Private Limited,,,kanujkanuj@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74140HR2015PTC056476.mca.lead,U74140HR2015PTC056476,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Resource Hub Placement Private Limited,,,csneetiaggarwal@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74140HR2015PTC056324.mca.lead,U74140HR2015PTC056324,Active
72,HR-intensive industry (BPO) · email on file · no HRMS detected · registered entity (Ltd/Industries),Valuconnect Business Process Managementservices Private Limited,,,TARUN.BAJAJ@OUTLOOK.COM,,BPO,Haryana,Hot,8.1,new,https://U74140HR2015PTC056251.mca.lead,U74140HR2015PTC056251,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Group Hr Services Private Limited,,,grouphrservices@gmail.com,,staffing,Haryana,Hot,8.1,new,https://U74140HR2015PTC055749.mca.lead,U74140HR2015PTC055749,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Dhee Hr Solutions (Opc) Private Limited,,,samal.bandita@gmail.com,,staffing,Haryana,Cold,6.7,new,https://U74140HR2015OPC054885.mca.lead,U74140HR2015OPC054885,Active
72,HR-intensive industry (staffing) · email on file · no HRMS detected · registered entity (Ltd/Industries),Satellite Hr Solutions Private Limited,,,ajc.india@rediffmail.com,,staffing,Haryana,Hot,8.1,new,https://U74140HR2011PTC042469.mca.lead,U74140HR2011PTC042469,Active
